2.805594764,1.265945364,0.46506448,0.962036379,10.34737851,0.658466655,0.308536958,3.674977773,0.304120729,5.210047505,0.795064684,0.846088629,2.216107458,0.94475614,1.806846701,1.732983611,0.371284972,0.332227802,0.011770174,0.622119955,0.622119955
2.081459094,3.543002051,1.906837229,0.573853925,1.683418395,1.802418989,0.662470185,1.200757777,0.765486118,3.126331825,0.892622717,1.076723107,4.015953982,0.515303152,3.48068639,2.297554804,0.261801251,1.045047592,0.203617196,0.193005328,0.193005328
1.357323424,1.153955077,0.412421661,0.438200774,1.745412817,1.419114625,0.50508053,0.815361853,0.399761777,4.697797693,0.826835355,0.466493053,2.07988997,0.752377934,5.297264825,1.416140784,0.193410521,1.935505157,0.241055075,0.146828834,0.146828834
0.665816431,0.266370011,0.429128385,0.416904537,1.034547492,0.113872318,0.035893997,0.386747712,0.351786399,1.862856839,0.364053865,0.086328022,0.439835819,0.989452717,0.659801859,0.659503648,0.446546693,0.503836479,0.278492953,0.10065234,0.320825487
0.830148195,0.552323108,0.554556712,0.218683026,0.542177609,0.819997385,0.285367135,0.530683305,0.293178924,0.482862779,0.394534092,0.226968253,0.479934438,1.2265275,1.229359199,0.827810297,0.402135737,0.31289519,0.315930832,0.219144901,0.305688278
0.465549528,0.661169856,0.839659435,0.294853698,0.824741687,0.912928511,0.856493708,0.827715805,0.23457145,0.939427273,0.287959757,0.19291067,0.070943847,0.877868856,1.090708695,0.552038809,0.459843435,0.258169667,0.353368711,0.211305205,0.290551069
0.361582891,0.726737019,0.349728266,0.37102437,0.334829218,0.460102924,0.342197928,0.83257177,0.13093355,1.457270114,0.476253649,0.556852472,0.406340894,0.885666286,0.955744701,0.868570914,0.36810911,0.33277833,0.390806589,0.173542489,0.275413859
0.727624807,1.831375621,0.44029211,0.447195041,0.544373672,0.852020045,0.67424482,0.548486505,0.27227831,0.720198039,0.758090612,0.443368684,0.315093668,1.61E-36,0.820780706,0.952126757,0.422410211,0.420963142,0.428244468,0.135779774,0.26027665
1.323649321,2.550332607,0.52428517,0.717701245,0.531701119,0.510024113,0.104344299,0.202458766,0.196617052,0.64650377,0.539004999,0.517153711,0.255731831,0.001576133,0.513917079,2.927239191,0.691465547,0.20447701,0.305941238,0.098017059,0.245139441
0.480488991,3.478537315,2.303968938,0.856927292,0.451843056,0.635302265,0.571799413,0.978727172,0.120955793,0.66379615,1.523998483,0.805576929,0.225633782,0.003152266,0.806464008,4.915069222,2.498403716,0.407230378,0.183638009,1.11E-48,0.230002231
0.495737107,1.053102774,2.322344037,0.710194308,0.137165602,0.589682053,0.89960455,0.74965155,0.193656504,0.260571562,0.374112444,0.371814983,0.101905577,0.842593586,0.543854306,1.881838399,1.372422255,0.247584015,0.06133478,0.613107917,0.214865022
0.510985223,1.31075578,1.091108222,1.026397868,0.916881718,0.521536886,0.872305628,1.11513558,0.132175273,0.570327557,0.628669571,0.424984132,0.652160012,0.674082765,0.487630965,0.388649191,0.523639575,0.258137397,0.166144585,0.540367576,0.199727813
0.488093727,0.584904547,0.588889507,1.49412858,0.684836286,0.440334123,0.602387897,0.891121005,0.366264636,0.231043698,0.320360976,0.415913992,0.702080116,0.505571944,0.431407624,0.208593516,0.779171055,0.539733869,0.27095439,0.442370315,0.184590603
0.465202232,0.418985244,0.404126153,0.954878524,0.452790853,0.400759606,0.309403743,0.429398926,0.351588738,0.422217679,0.296905535,0.763410108,0.75200022,0.337061123,0.375184283,0.028537842,1.034702536,0.821330341,0.375764195,0.344373054,0.169453394
0.635024516,0.404399104,0.894785369,0.415628469,0.499855647,0.290986105,0.423266397,0.226025748,0.336912841,4.00E-23,0.290575316,0.234265074,0.227862285,0.168550303,0.363724996,0.353679706,0.328297832,0.312544857,0.250509498,0.331536827,0.224422461
0.607716051,0.355844579,0.10889123,0.685007501,0.501740257,0.29036068,0.13128606,0.500845951,0.322236943,0.171437056,0.268631176,0.191599504,0.241507817,3.95E-05,0.371507365,0.421365608,0.163561656,0.062021229,0.125254801,0.233392362,0.279391527
0.580407585,0.352157096,0.141429679,0.485993435,1.088320316,0.29043116,0.162806954,0.467553451,0.322679094,0.34363372,0.228377606,0.343070239,0.075588633,0.158822351,0.386772633,0.30621332,0.317838728,0.223334042,1.04E-07,0.398638356,0.334360594
